"DW","month","year","round","Dogs"
"tandahimba_mchichira",54,2014,3,30
"tandahimba_mdimbamnyoma",54,2014,3,16
"tandahimba_mdumbwe",54,2014,3,20
"tandahimba_michenjele",54,2014,3,42
"tandahimba_mihambwe",54,2014,3,16
"tandahimba_milingodi",54,2014,3,27
"tandahimba_miuta",54,2014,3,5
"tandahimba_mkonjowano",54,2014,3,68
"tandahimba_mkoreha",54,2014,3,5
"tandahimba_mkundi",54,2014,3,28
"tandahimba_mkwiti",54,2014,3,23
"tandahimba_mnyawa",54,2014,3,37
"tandahimba_nambahu",54,2014,3,26
"tandahimba_namikupa",54,2014,3,1
"tandahimba_nanhyanga",54,2014,3,24
"tandahimba_naputa",54,2014,3,8
"tandahimba_ngunja",54,2014,3,34
"tandahimba_tandahimba",54,2014,3,54
"kilwa_chumo",55,2014,3,128
"kilwa_kandawale",55,2014,3,107
"kilwa_kibata",55,2014,3,77
"kilwa_kikole",55,2014,3,58
"kilwa_kinjumbi",55,2014,3,169
"kilwa_kipatimu",55,2014,3,134
"kilwa_kiranjeranje",55,2014,3,311
"kilwa_kivinjesingino",55,2014,3,113
"kilwa_lihimalyao",55,2014,3,102
"kilwa_likawage",55,2014,3,64
"kilwa_mandawa",55,2014,3,60
"kilwa_masoko",55,2014,3,78
"kilwa_miguruwe",55,2014,3,60
"kilwa_mingumbi",55,2014,3,125
"kilwa_miteja",55,2014,3,144
"kilwa_mitole",55,2014,3,37
"kilwa_nanjirinji",55,2014,3,80
"kilwa_njinjo",55,2014,3,74
"kilwa_pandemikoma",55,2014,3,132
"kilwa_tingi",55,2014,3,67
"liwale_barikiwa",55,2014,3,45
"liwale_kiangara",55,2014,3,37
"liwale_kibutuka",55,2014,3,31
"liwale_kichonda",55,2014,3,33
"liwale_kimambi",55,2014,3,1
"liwale_likongowele",55,2014,3,27
"liwale_lilombe",55,2014,3,22
"liwale_liwaleb",55,2014,3,84
"liwale_liwalemjini",55,2014,3,18
"liwale_makata",55,2014,3,52
"liwale_mangirikiti",55,2014,3,50
"liwale_mbaya",55,2014,3,34
"liwale_mihumo",55,2014,3,27
"liwale_mirui",55,2014,3,28
"liwale_mlembwe",55,2014,3,10
"liwale_mpigamiti",55,2014,3,46
"liwale_nangando",55,2014,3,62
"liwale_nangano",55,2014,3,14
"liwale_ngongowele",55,2014,3,16
"newala_chihangu",55,2014,3,52
"newala_chilangala",55,2014,3,82
"newala_chitekete",55,2014,3,24
"newala_chiwonga",55,2014,3,24
"newala_kitangari",55,2014,3,119
"newala_luchindu",55,2014,3,143
"newala_makonga",55,2014,3,30
"newala_makote",55,2014,3,62
"newala_malatu",55,2014,3,24
"newala_maputi",55,2014,3,31
"newala_mchemo",55,2014,3,23
"newala_mcholii",55,2014,3,22
"newala_mcholiii",55,2014,3,16
"newala_mdimbampelempele",55,2014,3,17
"newala_mkomaii",55,2014,3,65
"newala_mkunya",55,2014,3,78
"newala_mnekachi",55,2014,3,44
"newala_mnyambe",55,2014,3,85
"newala_mtonya",55,2014,3,69
"newala_mtopwa",55,2014,3,85
"newala_nakahako",55,2014,3,12
"newala_nambali",55,2014,3,122
"newala_namiyonga",55,2014,3,48
"newala_nandwahi",55,2014,3,19
"newala_nanguruwe",55,2014,3,169
"mtwaraurban_chikongola",57,2014,3,3
"mtwaraurban_chuno",57,2014,3,67
"mtwaraurban_jangwani",57,2014,3,15
"mtwaraurban_likombe",57,2014,3,75
"mtwaraurban_magengeni",57,2014,3,5
"mtwaraurban_mtonya",57,2014,3,19
"mtwaraurban_naliendele",57,2014,3,60
"mtwaraurban_rahaleo",57,2014,3,6
"mtwaraurban_shangani",57,2014,3,127
"mtwaraurban_ufukoni",57,2014,3,161
"mtwaraurban_vigaeni",57,2014,3,2
"mtwararural_chawi",68,2015,4,19
"mtwararural_dihimba",68,2015,4,37
"mtwararural_kiromba",68,2015,4,17
"mtwararural_kitaya",68,2015,4,25
"mtwararural_kitere",68,2015,4,26
"mtwararural_kiyanga",68,2015,4,1
"mtwararural_libobe",68,2015,4,39
"mtwararural_madimba",68,2015,4,48
"mtwararural_mahurunga",68,2015,4,29
"mtwararural_mayanga",68,2015,4,57
"mtwararural_mbawala",68,2015,4,50
"mtwararural_mbembaleo",68,2015,4,18
"mtwararural_milangominne",68,2015,4,17
"mtwararural_mnima",68,2015,4,92
"mtwararural_mpapura",68,2015,4,35
"mtwararural_msangamkuu",68,2015,4,14
"mtwararural_mtimbwilimbwi",68,2015,4,39
"mtwararural_mtiniko",68,2015,4,13
"mtwararural_muungano",68,2015,4,16
"mtwararural_namtumbuka",68,2015,4,105
"mtwararural_nanguruwe",68,2015,4,49
"mtwararural_nanyamba",68,2015,4,22
"mtwararural_naumbu",68,2015,4,119
"mtwararural_ndumbwe",68,2015,4,60
"mtwararural_nitekela",68,2015,4,24
"mtwararural_njengwa",68,2015,4,44
"mtwararural_tangazo",68,2015,4,31
"mtwararural_ziwani",68,2015,4,32
"nanyumbu_chipuputa",68,2015,4,42
"nanyumbu_likokona",68,2015,4,57
"nanyumbu_lumesule",68,2015,4,65
"nanyumbu_mangaka",68,2015,4,82
"nanyumbu_maratani",68,2015,4,74
"nanyumbu_masuguru",68,2015,4,51
"nanyumbu_mikangaula",68,2015,4,98
"nanyumbu_mkonona",68,2015,4,58
"nanyumbu_mnanje",68,2015,4,43
"nanyumbu_nandete",68,2015,4,75
"nanyumbu_nangomba",68,2015,4,95
"nanyumbu_nanyumbu",68,2015,4,92
"nanyumbu_napacho",68,2015,4,119
"nanyumbu_sengenya",68,2015,4,163
"newala_chihangu",68,2015,4,42
"newala_chilangala",68,2015,4,73
"newala_chitekete",68,2015,4,8
"newala_chiwonga",68,2015,4,5
"newala_kitangari",68,2015,4,6
"newala_luchindu",68,2015,4,156
"newala_makote",68,2015,4,10
"newala_makukwe",68,2015,4,2
"newala_malatu",68,2015,4,28
"newala_maputi",68,2015,4,8
"newala_mcholii",68,2015,4,13
"newala_mcholiii",68,2015,4,3
"newala_mdimbampelempele",68,2015,4,12
"newala_mkomaii",68,2015,4,41
"newala_mkunya",68,2015,4,17
"newala_mkwedu",68,2015,4,3
"newala_mnekachi",68,2015,4,17
"newala_mnyambe",68,2015,4,174
"newala_mtonya",68,2015,4,31
"newala_mtopwa",68,2015,4,7
"newala_mtunguru",68,2015,4,16
"newala_nambali",68,2015,4,29
"newala_namiyonga",68,2015,4,19
"newala_nandwahi",68,2015,4,2
"newala_nanguruwe",68,2015,4,57
"tandahimba_chaume",68,2015,4,24
"tandahimba_chikongola",68,2015,4,3
"tandahimba_chingungwe",68,2015,4,47
"tandahimba_dinduma",68,2015,4,15
"tandahimba_kitama",68,2015,4,78
"tandahimba_litehu",68,2015,4,38
"tandahimba_luagala",68,2015,4,59
"tandahimba_lukokoda",68,2015,4,6
"tandahimba_lyenje",68,2015,4,28
"tandahimba_mahuta",68,2015,4,1
"tandahimba_maundo",68,2015,4,52
"tandahimba_mchichira",68,2015,4,21
"tandahimba_mdimbamnyoma",68,2015,4,19
"tandahimba_mdumbwe",68,2015,4,25
"tandahimba_michenjele",68,2015,4,50
"tandahimba_mihambwe",68,2015,4,35
"tandahimba_milingodi",68,2015,4,28
"tandahimba_miuta",68,2015,4,23
"tandahimba_mkonjowano",68,2015,4,36
"tandahimba_mkoreha",68,2015,4,1
"tandahimba_mkundi",68,2015,4,12
"tandahimba_mkwiti",68,2015,4,38
"tandahimba_mnyawa",68,2015,4,31
"tandahimba_nambahu",68,2015,4,20
"tandahimba_namikupa",68,2015,4,4
"tandahimba_nanhyanga",68,2015,4,21
"tandahimba_naputa",68,2015,4,4
"tandahimba_ngunja",68,2015,4,72
"tandahimba_tandahimba",68,2015,4,36
"kilwa_chumo",69,2015,4,96
"kilwa_kandawale",69,2015,4,114
"kilwa_kibata",69,2015,4,144
"kilwa_kikole",69,2015,4,38
"kilwa_kinjumbi",69,2015,4,215
"kilwa_kipatimu",69,2015,4,140
"kilwa_kiranjeranje",69,2015,4,469
"kilwa_kivinjesingino",69,2015,4,114
"kilwa_lihimalyao",69,2015,4,51
"kilwa_likawage",69,2015,4,11
"kilwa_mandawa",69,2015,4,162
"kilwa_masoko",69,2015,4,15
"kilwa_miguruwe",69,2015,4,34
"kilwa_mingumbi",69,2015,4,81
"kilwa_miteja",69,2015,4,126
"kilwa_mitole",69,2015,4,39
"kilwa_nanjirinji",69,2015,4,44
"kilwa_njinjo",69,2015,4,47
"kilwa_pandemikoma",69,2015,4,63
"kilwa_tingi",69,2015,4,50
"lindirural_chiponda",69,2015,4,86
"lindirural_kilangala",69,2015,4,33
"lindirural_kilolambwani",69,2015,4,46
"lindirural_kitomanga",69,2015,4,149
"lindirural_kiwalala",69,2015,4,80
"lindirural_kiwawa",69,2015,4,49
"lindirural_longa",69,2015,4,33
"lindirural_majengo",69,2015,4,45
"lindirural_mandwanga",69,2015,4,20
"lindirural_matimba",69,2015,4,38
"lindirural_mchinga",69,2015,4,28
"lindirural_milola",69,2015,4,103
"lindirural_mipingo",69,2015,4,93
"lindirural_mnara",69,2015,4,106
"lindirural_mnolela",69,2015,4,55
"lindirural_mtama",69,2015,4,15
"lindirural_mtua",69,2015,4,9
"lindirural_mtumbya",69,2015,4,52
"lindirural_nachunyu",69,2015,4,31
"lindirural_nahukahuka",69,2015,4,39
"lindirural_namangale",69,2015,4,91
"lindirural_namupa",69,2015,4,75
"lindirural_nangaru",69,2015,4,57
"lindirural_navanga",69,2015,4,19
"lindirural_nyangamara",69,2015,4,41
"lindirural_nyangao",69,2015,4,115
"lindirural_nyengedi",69,2015,4,71
"lindirural_pangatena",69,2015,4,28
"lindirural_rutamba",69,2015,4,74
"lindirural_sudi",69,2015,4,38
"lindiurban_chikonji",69,2015,4,81
"lindiurban_jamhuri",69,2015,4,139
"lindiurban_makonde",69,2015,4,6
"lindiurban_matopeni",69,2015,4,18
"lindiurban_mbanja",69,2015,4,69
"lindiurban_mingoyo",69,2015,4,129
"lindiurban_mitandi",69,2015,4,6
"lindiurban_msinjahili",69,2015,4,104
"lindiurban_mtanda",69,2015,4,108
"lindiurban_mwenge",69,2015,4,26
"lindiurban_nachingwea",69,2015,4,45
"lindiurban_ndoro",69,2015,4,20
"lindiurban_ngapa",69,2015,4,132
"lindiurban_rahaleo",69,2015,4,27
"lindiurban_rasbura",69,2015,4,129
"lindiurban_tandangongoro",69,2015,4,67
"lindiurban_wailes",69,2015,4,22
"liwale_barikiwa",69,2015,4,24
"liwale_kiangara",69,2015,4,44
"liwale_kibutuka",69,2015,4,57
"liwale_kichonda",69,2015,4,20
"liwale_kimambi",69,2015,4,5
"liwale_likongowele",69,2015,4,37
"liwale_lilombe",69,2015,4,19
"liwale_liwaleb",69,2015,4,43
"liwale_liwalemjini",69,2015,4,41
"liwale_makata",69,2015,4,33
"liwale_mangirikiti",69,2015,4,53
"liwale_mbaya",69,2015,4,20
"liwale_mihumo",69,2015,4,24
"liwale_mirui",69,2015,4,22
"liwale_mlembwe",69,2015,4,18
"liwale_mpigamiti",69,2015,4,9
"liwale_nangando",69,2015,4,81
"liwale_nangano",69,2015,4,22
"liwale_ngongowele",69,2015,4,21
"masasi_chigugu",69,2015,4,135
"masasi_chikolopola",69,2015,4,16
"masasi_chiungutwa",69,2015,4,92
"masasi_chiwale",69,2015,4,53
"masasi_chiwata",69,2015,4,54
"masasi_lipumburu",69,2015,4,66
"masasi_lukuledi",69,2015,4,118
"masasi_lulindi",69,2015,4,79
"masasi_mbuyuni",69,2015,4,93
"masasi_mchauru",69,2015,4,159
"masasi_mkululu",69,2015,4,146
"masasi_mkundi",69,2015,4,160
"masasi_mlingula",69,2015,4,66
"masasi_mnavira",69,2015,4,70
"masasi_mpanyani",69,2015,4,23
"masasi_mwena",69,2015,4,343
"masasi_namajani",69,2015,4,50
"masasi_namalenga",69,2015,4,113
"masasi_namatutwe",69,2015,4,116
"masasi_nanganga",69,2015,4,117
"masasi_nanjota",69,2015,4,149
"masasi_sindano",69,2015,4,92
"masasitownshipauthority_jida",69,2015,4,127
"masasitownshipauthority_marika",69,2015,4,294
"masasitownshipauthority_migongo",69,2015,4,152
"masasitownshipauthority_mkomaindo",69,2015,4,152
"masasitownshipauthority_mkuti",69,2015,4,100
"masasitownshipauthority_mpindimbi",69,2015,4,111
"masasitownshipauthority_mtandi",69,2015,4,245
"masasitownshipauthority_mwenge",69,2015,4,154
"masasitownshipauthority_mwengemtapika",69,2015,4,264
"masasitownshipauthority_nyasa",69,2015,4,239
"masasitownshipauthority_sululu",69,2015,4,199
"masasitownshipauthority_temeke",69,2015,4,183
"nachingwea_chiola",69,2015,4,91
"nachingwea_kiegei",69,2015,4,32
"nachingwea_kilimanihewa",69,2015,4,58
"nachingwea_kilimarondo",69,2015,4,36
"nachingwea_kiparamnero",69,2015,4,42
"nachingwea_lionja",69,2015,4,149
"nachingwea_marambo",69,2015,4,140
"nachingwea_matekwe",69,2015,4,23
"nachingwea_mbondo",69,2015,4,125
"nachingwea_mkoka",69,2015,4,82
"nachingwea_mkotokuyana",69,2015,4,31
"nachingwea_mneromiembeni",69,2015,4,143
"nachingwea_mnerongongo",69,2015,4,206
"nachingwea_mpiruka",69,2015,4,92
"nachingwea_mtua",69,2015,4,153
"nachingwea_naipanga",69,2015,4,42
"nachingwea_naipingo",69,2015,4,175
"nachingwea_namapwia",69,2015,4,44
"nachingwea_namatula",69,2015,4,78
"nachingwea_nambambo",69,2015,4,288
"nachingwea_namikango",69,2015,4,78
"nachingwea_nangowe",69,2015,4,138
"nachingwea_nditi",69,2015,4,65
"nachingwea_ndomoni",69,2015,4,30
"nachingwea_ruponda",69,2015,4,156
"nachingwea_stesheni",69,2015,4,121
"ruangwa_chibula",69,2015,4,41
"ruangwa_chienjele",69,2015,4,147
"ruangwa_chinongwe",69,2015,4,119
"ruangwa_chunyu",69,2015,4,31
"ruangwa_likunja",69,2015,4,95
"ruangwa_luchelegwa",69,2015,4,58
"ruangwa_makanjiro",69,2015,4,23
"ruangwa_malolo",69,2015,4,135
"ruangwa_mandarawe",69,2015,4,16
"ruangwa_mandawa",69,2015,4,76
"ruangwa_matambarale",69,2015,4,102
"ruangwa_mbekenyera",69,2015,4,99
"ruangwa_mnacho",69,2015,4,96
"ruangwa_nachingwea",69,2015,4,43
"ruangwa_nambilanje",69,2015,4,37
"ruangwa_namichiga",69,2015,4,20
"ruangwa_nandagala",69,2015,4,42
"ruangwa_nanganga",69,2015,4,44
"ruangwa_narungombe",69,2015,4,86
"ruangwa_nkowe",69,2015,4,43
"ruangwa_ruangwa",69,2015,4,56
"mtwaraurban_chikongola",70,2015,4,7
"mtwaraurban_chuno",70,2015,4,104
"mtwaraurban_jangwani",70,2015,4,24
"mtwaraurban_likombe",70,2015,4,54
"mtwaraurban_mitengo",70,2015,4,19
"mtwaraurban_naliendele",70,2015,4,37
"mtwaraurban_rahaleo",70,2015,4,9
"mtwaraurban_railway",70,2015,4,16
"mtwaraurban_shangani",70,2015,4,129
"mtwaraurban_ufukoni",70,2015,4,115
"mtwaraurban_vigaeni",70,2015,4,11
"kilwa_chumo",83,2016,5,111
"kilwa_kandawale",83,2016,5,41
"kilwa_kibata",83,2016,5,116
"kilwa_kikole",83,2016,5,60
"kilwa_kinjumbi",83,2016,5,209
"kilwa_kipatimu",83,2016,5,225
"kilwa_kiranjeranje",83,2016,5,609
"kilwa_kivinjesingino",83,2016,5,234
"kilwa_lihimalyao",83,2016,5,84
"kilwa_mandawa",83,2016,5,240
"kilwa_masoko",83,2016,5,56
"kilwa_miguruwe",83,2016,5,55
"kilwa_mingumbi",83,2016,5,72
"kilwa_miteja",83,2016,5,149
"kilwa_mitole",83,2016,5,34
"kilwa_nanjirinji",83,2016,5,164
"kilwa_njinjo",83,2016,5,29
"kilwa_tingi",83,2016,5,158
"lindirural_chiponda",83,2016,5,88
"lindirural_kilangala",83,2016,5,40
"lindirural_kilolambwani",83,2016,5,62
"lindirural_kitomanga",83,2016,5,106
"lindirural_kiwalala",83,2016,5,36
"lindirural_kiwawa",83,2016,5,37
"lindirural_longa",83,2016,5,29
"lindirural_majengo",83,2016,5,51
"lindirural_mandwanga",83,2016,5,49
"lindirural_matimba",83,2016,5,62
"lindirural_mchinga",83,2016,5,32
"lindirural_milola",83,2016,5,85
"lindirural_mipingo",83,2016,5,70
"lindirural_mnara",83,2016,5,99
"lindirural_mnolela",83,2016,5,71
"lindirural_mtama",83,2016,5,33
"lindirural_mtua",83,2016,5,24
"lindirural_mtumbya",83,2016,5,36
"lindirural_nachunyu",83,2016,5,67
"lindirural_nahukahuka",83,2016,5,51
"lindirural_namangale",83,2016,5,55
"lindirural_namupa",83,2016,5,71
"lindirural_nangaru",83,2016,5,41
"lindirural_navanga",83,2016,5,8
"lindirural_nyangamara",83,2016,5,42
"lindirural_nyangao",83,2016,5,80
"lindirural_nyengedi",83,2016,5,42
"lindirural_pangatena",83,2016,5,23
"lindirural_rutamba",83,2016,5,90
"lindirural_sudi",83,2016,5,60
"lindiurban_chikonji",83,2016,5,59
"lindiurban_jamhuri",83,2016,5,86
"lindiurban_makonde",83,2016,5,8
"lindiurban_matopeni",83,2016,5,14
"lindiurban_mbanja",83,2016,5,62
"lindiurban_mikumbi",83,2016,5,5
"lindiurban_mingoyo",83,2016,5,79
"lindiurban_mitandi",83,2016,5,2
"lindiurban_msinjahili",83,2016,5,124
"lindiurban_mtanda",83,2016,5,139
"lindiurban_mwenge",83,2016,5,25
"lindiurban_nachingwea",83,2016,5,24
"lindiurban_ndoro",83,2016,5,11
"lindiurban_ngapa",83,2016,5,186
"lindiurban_rahaleo",83,2016,5,1
"lindiurban_rasbura",83,2016,5,109
"lindiurban_tandangongoro",83,2016,5,103
"lindiurban_wailes",83,2016,5,34
"liwale_barikiwa",83,2016,5,25
"liwale_kiangara",83,2016,5,30
"liwale_kibutuka",83,2016,5,51
"liwale_kichonda",83,2016,5,15
"liwale_kimambi",83,2016,5,7
"liwale_likongowele",83,2016,5,36
"liwale_lilombe",83,2016,5,10
"liwale_liwaleb",83,2016,5,15
"liwale_liwalemjini",83,2016,5,34
"liwale_makata",83,2016,5,34
"liwale_mangirikiti",83,2016,5,12
"liwale_mbaya",83,2016,5,34
"liwale_mihumo",83,2016,5,7
"liwale_mirui",83,2016,5,12
"liwale_mkutano",83,2016,5,14
"liwale_mlembwe",83,2016,5,4
"liwale_mpigamiti",83,2016,5,24
"liwale_nangando",83,2016,5,32
"liwale_nangano",83,2016,5,23
"liwale_ngongowele",83,2016,5,12
"masasi_chigugu",83,2016,5,130
"masasi_chikolopola",83,2016,5,2
"masasi_chiungutwa",83,2016,5,130
"masasi_chiwale",83,2016,5,31
"masasi_chiwata",83,2016,5,45
"masasi_lipumburu",83,2016,5,129
"masasi_lukuledi",83,2016,5,192
"masasi_lulindi",83,2016,5,37
"masasi_mbuyuni",83,2016,5,18
"masasi_mchauru",83,2016,5,126
"masasi_mkululu",83,2016,5,12
"masasi_mkundi",83,2016,5,39
"masasi_mlingula",83,2016,5,86
"masasi_mnavira",83,2016,5,18
"masasi_mpanyani",83,2016,5,38
"masasi_mwena",83,2016,5,453
"masasi_namajani",83,2016,5,119
"masasi_namalenga",83,2016,5,74
"masasi_namatutwe",83,2016,5,101
"masasi_nanganga",83,2016,5,107
"masasi_nanjota",83,2016,5,36
"masasi_sindano",83,2016,5,14
"masasitownshipauthority_jida",83,2016,5,16
"masasitownshipauthority_marika",83,2016,5,146
"masasitownshipauthority_migongo",83,2016,5,41
"masasitownshipauthority_mkomaindo",83,2016,5,30
"masasitownshipauthority_mpindimbi",83,2016,5,235
"masasitownshipauthority_mtandi",83,2016,5,107
"masasitownshipauthority_mwenge",83,2016,5,78
"masasitownshipauthority_mwengemtapika",83,2016,5,39
"masasitownshipauthority_nyasa",83,2016,5,71
"masasitownshipauthority_sululu",83,2016,5,69
"masasitownshipauthority_temeke",83,2016,5,42
"mtwararural_chawi",83,2016,5,42
"mtwararural_dihimba",83,2016,5,30
"mtwararural_kiromba",83,2016,5,28
"mtwararural_kitaya",83,2016,5,27
"mtwararural_kitere",83,2016,5,28
"mtwararural_kiyanga",83,2016,5,8
"mtwararural_libobe",83,2016,5,32
"mtwararural_madimba",83,2016,5,49
"mtwararural_mahurunga",83,2016,5,44
"mtwararural_mayanga",83,2016,5,67
"mtwararural_mbawala",83,2016,5,83
"mtwararural_mbembaleo",83,2016,5,17
"mtwararural_milangominne",83,2016,5,16
"mtwararural_mnima",83,2016,5,48
"mtwararural_mpapura",83,2016,5,35
"mtwararural_msangamkuu",83,2016,5,1
"mtwararural_mtimbwilimbwi",83,2016,5,24
"mtwararural_mtiniko",83,2016,5,14
"mtwararural_muungano",83,2016,5,12
"mtwararural_namtumbuka",83,2016,5,23
"mtwararural_nanguruwe",83,2016,5,17
"mtwararural_nanyamba",83,2016,5,2
"mtwararural_naumbu",83,2016,5,63
"mtwararural_ndumbwe",83,2016,5,25
"mtwararural_nitekela",83,2016,5,22
"mtwararural_njengwa",83,2016,5,33
"mtwararural_tangazo",83,2016,5,30
"mtwararural_ziwani",83,2016,5,49
"mtwaraurban_chikongola",83,2016,5,18
"mtwaraurban_chuno",83,2016,5,62
"mtwaraurban_jangwani",83,2016,5,19
"mtwaraurban_likombe",83,2016,5,71
"mtwaraurban_mitengo",83,2016,5,52
"mtwaraurban_naliendele",83,2016,5,69
"mtwaraurban_rahaleo",83,2016,5,2
"mtwaraurban_railway",83,2016,5,8
"mtwaraurban_shangani",83,2016,5,118
"mtwaraurban_ufukoni",83,2016,5,146
"nachingwea_chiola",83,2016,5,88
"nachingwea_kiegei",83,2016,5,26
"nachingwea_kilimanihewa",83,2016,5,67
"nachingwea_kilimarondo",83,2016,5,61
"nachingwea_kiparamnero",83,2016,5,46
"nachingwea_lionja",83,2016,5,115
"nachingwea_marambo",83,2016,5,96
"nachingwea_matekwe",83,2016,5,35
"nachingwea_mbondo",83,2016,5,137
"nachingwea_mkoka",83,2016,5,94
"nachingwea_mkotokuyana",83,2016,5,38
"nachingwea_mneromiembeni",83,2016,5,149
"nachingwea_mnerongongo",83,2016,5,108
"nachingwea_mpiruka",83,2016,5,90
"nachingwea_mtua",83,2016,5,180
"nachingwea_naipanga",83,2016,5,43
"nachingwea_naipingo",83,2016,5,135
"nachingwea_namapwia",83,2016,5,37
"nachingwea_namatula",83,2016,5,28
"nachingwea_nambambo",83,2016,5,210
"nachingwea_namikango",83,2016,5,75
"nachingwea_nangowe",83,2016,5,139
"nachingwea_nditi",83,2016,5,61
"nachingwea_ndomoni",83,2016,5,44
"nachingwea_ruponda",83,2016,5,148
"nachingwea_stesheni",83,2016,5,110
"nanyumbu_chipuputa",83,2016,5,53
"nanyumbu_likokona",83,2016,5,50
"nanyumbu_lumesule",83,2016,5,64
"nanyumbu_mangaka",83,2016,5,84
"nanyumbu_maratani",83,2016,5,54
"nanyumbu_masuguru",83,2016,5,66
"nanyumbu_mikangaula",83,2016,5,105
"nanyumbu_mkonona",83,2016,5,146
"nanyumbu_mnanje",83,2016,5,36
"nanyumbu_nandete",83,2016,5,75
"nanyumbu_nangomba",83,2016,5,77
"nanyumbu_nanyumbu",83,2016,5,146
"nanyumbu_napacho",83,2016,5,74
"nanyumbu_sengenya",83,2016,5,133
"newala_chihangu",83,2016,5,44
"newala_chilangala",83,2016,5,37
"newala_chiwonga",83,2016,5,5
"newala_kitangari",83,2016,5,9
"newala_luchindu",83,2016,5,92
"newala_makote",83,2016,5,2
"newala_malatu",83,2016,5,24
"newala_maputi",83,2016,5,15
"newala_mchemo",83,2016,5,2
"newala_mcholii",83,2016,5,41
"newala_mcholiii",83,2016,5,3
"newala_mdimbampelempele",83,2016,5,11
"newala_mkomaii",83,2016,5,43
"newala_mkunya",83,2016,5,17
"newala_mnekachi",83,2016,5,24
"newala_mnyambe",83,2016,5,202
"newala_mtonya",83,2016,5,22
"newala_nambali",83,2016,5,58
"newala_nandwahi",83,2016,5,15
"newala_nanguruwe",83,2016,5,36
"ruangwa_chibula",83,2016,5,90
"ruangwa_chienjele",83,2016,5,143
"ruangwa_chinongwe",83,2016,5,102
"ruangwa_chunyu",83,2016,5,49
"ruangwa_likunja",83,2016,5,90
"ruangwa_luchelegwa",83,2016,5,86
"ruangwa_makanjiro",83,2016,5,56
"ruangwa_malolo",83,2016,5,135
"ruangwa_mandarawe",83,2016,5,50
"ruangwa_mandawa",83,2016,5,90
"ruangwa_matambarale",83,2016,5,100
"ruangwa_mbekenyera",83,2016,5,114
"ruangwa_mnacho",83,2016,5,36
"ruangwa_nachingwea",83,2016,5,46
"ruangwa_nambilanje",83,2016,5,157
"ruangwa_namichiga",83,2016,5,17
"ruangwa_nandagala",83,2016,5,50
"ruangwa_nanganga",83,2016,5,46
"ruangwa_narungombe",83,2016,5,117
"ruangwa_nkowe",83,2016,5,29
"ruangwa_ruangwa",83,2016,5,40
"tandahimba_chaume",83,2016,5,18
"tandahimba_chikongola",83,2016,5,5
"tandahimba_chingungwe",83,2016,5,33
"tandahimba_dinduma",83,2016,5,10
"tandahimba_kitama",83,2016,5,29
"tandahimba_kwanyama",83,2016,5,5
"tandahimba_litehu",83,2016,5,51
"tandahimba_luagala",83,2016,5,57
"tandahimba_lukokoda",83,2016,5,42
"tandahimba_lyenje",83,2016,5,25
"tandahimba_mahuta",83,2016,5,2
"tandahimba_maundo",83,2016,5,48
"tandahimba_mchichira",83,2016,5,62
"tandahimba_mdimbamnyoma",83,2016,5,4
"tandahimba_mdumbwe",83,2016,5,25
"tandahimba_michenjele",83,2016,5,20
"tandahimba_mihambwe",83,2016,5,22
"tandahimba_milingodi",83,2016,5,15
"tandahimba_miuta",83,2016,5,27
"tandahimba_mkonjowano",83,2016,5,13
"tandahimba_mkoreha",83,2016,5,23
"tandahimba_mkundi",83,2016,5,18
"tandahimba_mkwiti",83,2016,5,8
"tandahimba_mnyawa",83,2016,5,28
"tandahimba_nambahu",83,2016,5,14
"tandahimba_namikupa",83,2016,5,2
"tandahimba_nanhyanga",83,2016,5,22
"tandahimba_naputa",83,2016,5,27
"tandahimba_ngunja",83,2016,5,59
"tandahimba_tandahimba",83,2016,5,87
