"ID","biter_ID","SS","SS_uncert","biter_SS","biter_SS_uncert","Serial_Interval"
3777,3778,2008-08-02,0,2008-07-25,7,8
4867,4866,2010-11-25,7,2010-10-15,7,41
6537,6536,2011-09-25,7,2011-09-13,0,12
6541,6540,2011-07-15,7,2011-07-02,0,13
6554,6553,2011-10-01,0,2011-09-05,7,26
6810,6809,2012-01-20,0,2011-11-15,7,66
6811,6809,2012-01-30,0,2011-11-15,7,76
6812,6809,2012-02-02,0,2011-11-15,7,79
6814,6809,2012-01-25,0,2011-11-15,7,71
6824,5550,2011-09-15,0,2011-02-25,7,202
7028,6773,2012-02-05,7,2012-01-23,0,13
7029,6773,2012-02-05,7,2012-01-23,0,13
7194,7195,2012-04-11,0,2012-04-05,7,6
7238,7225,2012-05-17,0,2012-05-12,0,5
7248,7242,2012-05-05,7,2012-04-25,0,10
7296,7300,2012-02-05,7,2012-01-23,0,13
7297,7300,2012-02-05,7,2012-01-23,0,13
7298,7300,2012-02-05,7,2012-01-23,0,13
7325,7323,2012-05-21,0,2012-04-12,0,39
7354,7355,2012-06-10,0,2012-04-12,0,59
7361,7362,2012-03-25,7,2012-03-05,7,20
7416,7427,2009-02-15,28,2009-02-01,28,14
7423,7424,2012-03-15,7,2012-02-15,7,29
7429,7428,2012-02-25,7,2012-02-15,7,10
7507,7510,2012-05-25,7,2012-05-15,7,10
7548,7549,2012-08-01,0,2012-07-13,0,19
7711,7710,2012-08-15,7,2012-07-15,28,31
7820,7819,2012-07-15,0,2012-07-05,7,10
7958,7956,2013-03-25,0,2013-03-21,0,4
7969,7968,2011-04-25,0,2011-04-18,0,7
8066,8065,2013-02-15,7,2013-01-15,7,31
8127,8116,2013-01-23,0,2012-12-16,0,38
8293,8276,2013-01-15,28,2012-09-27,0,110
8294,8276,2012-10-25,7,2012-09-27,0,28
8688,7970,2011-05-25,7,2011-05-15,7,10
8690,7972,2012-07-05,7,2012-06-30,0,5
8902,8901,2014-01-29,0,2014-01-06,0,23
8927,8926,2014-01-15,7,2014-01-01,0,14
8928,8926,2014-01-28,0,2014-01-01,0,27
8992,8944,2014-05-13,0,2014-04-11,0,32
9010,9002,2014-06-20,0,2014-06-10,0,10
9021,9002,2014-07-01,0,2014-06-10,0,21
9032,9031,2014-07-01,0,2014-06-26,0,5
9039,9031,2014-07-02,0,2014-06-26,0,6
9040,9031,2014-07-03,0,2014-06-26,0,7
9120,9119,2013-10-20,0,2013-10-07,0,13
9654,9558,2014-11-13,0,2014-10-22,0,22
9655,9558,2014-11-20,0,2014-10-22,0,29
9657,9558,2014-11-13,0,2014-10-22,0,22
9687,9558,2014-10-25,0,2014-10-22,0,3
9784,9424,2014-11-28,0,2014-10-06,0,53
2824,2825,2007-06-18,0,2007-06-15,7,3
2839,2833,2007-05-10,7,2007-05-05,7,5
2947,2941,2007-09-06,0,2007-08-25,7,12
3081,3079,2007-12-03,0,2007-09-15,7,79
3540,3541,2008-03-09,0,2008-02-21,0,17
3543,3541,2008-02-25,7,2008-02-21,0,4
3544,3541,2008-02-25,7,2008-02-21,0,4
3545,3541,2008-02-25,7,2008-02-21,0,4
3546,3541,2008-03-01,0,2008-02-21,0,9
3684,3683,2008-06-06,0,2008-05-25,7,12
3721,3781,2008-08-07,0,2008-07-15,7,23
3723,3756,2008-08-07,0,2008-07-21,0,17
3727,3728,2009-01-17,0,2008-12-15,28,33
3782,3781,2008-07-25,7,2008-07-15,7,10
3901,3900,2007-04-05,7,2007-03-29,0,7
4028,3995,2009-05-15,7,2009-04-09,0,36
4037,4030,2007-11-25,7,2007-11-22,0,3
4111,3783,2008-08-15,7,2008-08-03,0,12
4131,4130,2009-12-23,0,2009-12-22,0,1
4136,4130,2009-12-29,7,2009-12-22,0,7
4560,4550,2010-10-18,0,2010-09-06,0,42
4592,4581,2010-10-18,0,2010-10-04,0,14
4640,4641,2010-09-09,0,2010-08-05,7,35
5085,5084,2011-01-25,7,2011-01-15,7,10
5169,5250,2010-12-19,0,2010-11-05,7,44
5309,5310,2011-06-09,0,2011-05-15,7,25
5902,5901,2011-04-05,7,2011-03-05,7,31
5945,5944,2011-04-25,7,2011-04-05,7,20
8681,6773,2012-02-05,7,2012-01-23,0,13
7116,7467,2012-07-04,0,2012-06-25,7,9
7122,7121,2012-06-16,7,2012-05-25,7,22
7327,7328,2012-03-05,7,2012-02-25,7,9
8566,7858,2013-01-03,0,2012-12-29,0,5
9304,3833,2009-05-15,7,2008-09-16,0,241
9479,9478,2014-06-28,0,2014-04-29,0,60
1709,1606,2004-10-25,7,2004-10-25,0,0.5
1710,1606,2004-10-29,0,2004-10-25,0,4
1933,1932,2005-02-23,28,2005-02-15,7,8
1936,1937,2005-01-15,28,2005-01-15,28,0.5
2690,2689,2006-09-25,7,2006-09-13,0,12
2694,2878,2007-05-15,28,2007-04-15,28,30
2695,2697,2007-04-25,7,2007-04-25,7,0.5
2696,2695,2007-05-05,7,2007-04-25,7,10
2698,2696,2007-05-15,7,2007-05-05,7,10
3773,3756,2008-08-04,0,2008-07-21,0,14
3869,3857,2008-11-15,7,2008-10-21,0,25
3874,3857,2008-10-25,7,2008-10-21,0,4
4350,4349,2010-05-05,7,2010-05-05,7,0.5
4351,4349,2010-05-15,7,2010-05-05,7,10
4523,4522,2010-09-09,0,2010-08-15,7,25
4525,4523,2010-09-25,7,2010-09-09,0,16
4682,4681,2010-11-15,7,2010-10-28,0,18
4683,4681,2010-11-15,7,2010-10-28,0,18
4684,4681,2010-11-15,7,2010-10-28,0,18
4685,4681,2010-11-15,7,2010-10-28,0,18
4686,4681,2010-11-15,7,2010-10-28,0,18
4715,4713,2010-09-15,7,2010-09-04,0,11
4720,4719,2010-09-16,0,2010-09-16,0,0.5
4737,4738,2010-10-24,0,2010-10-05,7,19
4791,4790,2010-09-20,0,2010-09-15,7,5
4792,4791,2010-09-23,0,2010-09-20,0,3
4849,4688,2010-12-25,7,2010-12-15,7,10
4850,4849,2011-01-03,0,2010-12-25,7,9
4851,4849,2011-01-03,0,2010-12-25,7,9
4871,4867,2010-12-17,0,2010-11-25,7,22
4887,4886,2011-01-12,0,2010-12-15,7,28
4940,4933,2011-01-15,0,2010-12-23,0,23
4958,4947,2011-01-29,0,2011-01-16,0,13
4980,4974,2011-01-26,0,2010-12-15,7,42
4983,4990,2010-12-25,7,2010-11-25,7,30
4984,4983,2011-01-15,7,2010-12-25,7,21
4991,4990,2010-12-25,7,2010-11-25,7,30
4992,4990,2010-12-25,7,2010-11-25,7,30
4993,4990,2010-12-05,7,2010-11-25,7,10
4994,4990,2010-12-05,7,2010-11-25,7,10
5176,5177,2010-10-22,0,2010-10-05,7,17
5177,5178,2010-10-05,7,2010-09-15,7,20
5181,5177,2010-10-15,7,2010-10-05,7,10
5185,5177,2010-10-15,7,2010-10-05,7,10
5186,5837,2010-11-05,7,2010-10-02,0,34
5233,5232,2011-01-25,7,2011-01-05,7,20
5234,5233,2011-03-01,0,2011-01-25,7,35
5235,5233,2011-03-01,0,2011-01-25,7,35
5239,5240,2010-10-30,0,2010-10-15,7,15
5248,5247,2010-07-25,7,2010-07-06,0,19
5249,5247,2010-07-25,7,2010-07-06,0,19
5255,5254,2011-05-11,0,2011-04-15,7,26
5285,5286,2011-06-05,7,2011-05-15,7,21
6182,5309,2011-06-25,7,2011-06-09,0,16
6197,6183,2010-09-25,7,2010-09-15,7,10
6198,6183,2010-09-25,7,2010-09-15,7,10
6199,6200,2011-02-20,0,2011-02-05,7,15
6200,6208,2011-02-05,7,2011-02-05,7,0.5
6201,6200,2011-02-15,7,2011-02-05,7,10
6203,6201,2011-02-25,7,2011-02-15,7,10
6204,6201,2011-02-25,7,2011-02-15,7,10
6205,6201,2011-02-25,7,2011-02-15,7,10
6206,6201,2011-02-25,7,2011-02-15,7,10
6229,6227,2011-12-15,28,2010-11-05,7,405
6236,6200,2011-02-25,7,2011-02-05,7,20
6237,6200,2011-02-25,7,2011-02-05,7,20
6238,6199,2011-03-05,7,2011-02-20,0,13
6239,6199,2011-03-05,7,2011-02-20,0,13
6253,6266,2011-07-05,0,2011-06-17,0,18
6284,6283,2011-05-15,7,2011-05-13,0,2
6285,6283,2011-05-15,7,2011-05-13,0,2
6301,6297,2011-04-05,7,2011-03-24,0,12
6302,6297,2011-04-05,7,2011-03-24,0,12
6356,6353,2011-07-25,7,2011-07-05,7,20
6358,6359,2011-08-06,0,2011-08-05,0,1
6404,6403,2011-02-05,7,2011-01-24,0,12
6416,6415,2011-06-25,7,2011-06-05,7,20
6417,6415,2011-06-25,7,2011-06-05,7,20
6418,6415,2011-06-25,7,2011-06-05,7,20
6427,6425,2011-04-15,7,2011-03-25,7,21
6432,6431,2011-07-05,7,2011-06-15,7,20
6433,6434,2011-09-28,0,2011-09-23,0,5
6472,6289,2011-06-05,7,2011-05-13,0,23
6483,6289,2011-06-15,7,2011-05-13,0,33
6489,6488,2011-09-28,0,2011-09-15,7,13
6490,6488,2011-09-28,0,2011-09-15,7,13
6500,6499,2011-09-15,0,2011-09-05,7,10
6501,6499,2011-09-18,0,2011-09-05,7,13
6511,6504,2011-07-15,28,2011-07-05,7,10
6515,6516,2011-09-05,7,2011-08-09,0,27
6522,6521,2011-06-17,0,2011-06-05,7,12
6523,6522,2011-06-21,0,2011-06-17,0,4
6528,6527,2011-08-25,7,2011-08-09,0,16
6530,6529,2011-09-25,7,2011-09-13,0,12
6531,6529,2011-09-25,7,2011-09-13,0,12
6544,6543,2011-07-01,0,2011-06-22,0,9
6559,6557,2011-11-15,7,2011-10-15,7,31
6560,6557,2011-11-15,7,2011-10-15,7,31
6562,6561,2011-07-15,7,2011-06-15,7,30
6563,6561,2011-07-15,7,2011-06-15,7,30
6564,6561,2011-07-15,7,2011-06-15,7,30
6571,6570,2011-09-05,7,2011-08-23,0,13
6573,6572,2010-10-25,7,2010-10-15,7,10
6574,6572,2010-10-25,7,2010-10-15,7,10
6576,6575,2011-07-30,0,2011-07-15,7,15
6577,6575,2011-07-25,7,2011-07-15,7,10
6579,6578,2011-09-25,7,2011-08-15,7,41
6580,6578,2011-09-25,7,2011-08-15,7,41
6628,6619,2011-10-17,0,2011-09-18,0,29
6642,6619,2011-10-05,7,2011-09-18,0,17
6647,5718,2011-06-18,0,2011-04-17,0,62
6748,6747,2011-12-05,0,2011-10-05,7,61
6759,6758,2011-11-28,0,2011-11-18,0,10
6760,6761,2011-12-21,0,2011-08-15,7,128
6762,6761,2011-08-25,7,2011-08-15,7,10
6766,6771,2012-01-18,0,2011-10-05,7,105
6773,6772,2012-01-23,0,2011-12-15,7,39
6790,6789,2012-01-14,0,2011-09-15,28,121
6795,6794,2012-01-26,0,2011-12-25,7,32
6803,6802,2012-01-28,0,2011-12-28,0,31
6806,6805,2012-01-24,0,2011-12-28,0,27
6833,6827,2011-12-25,7,2011-12-22,0,3
6867,6866,2011-10-15,7,2011-09-13,0,32
6877,6876,2012-02-28,0,2012-01-18,0,41
6880,6876,2012-02-27,0,2012-01-18,0,40
6888,6883,2011-08-05,7,2011-07-25,0,11
6889,6883,2011-07-25,7,2011-07-25,0,0.5
6893,6883,2011-08-05,7,2011-07-25,0,11
6902,6883,2012-03-01,0,2011-07-25,0,220
6914,6917,2012-02-15,7,2012-01-25,7,21
6917,6915,2012-01-25,7,2012-01-15,7,10
6920,6919,2012-01-25,7,2012-01-15,7,10
6921,6919,2012-02-05,7,2012-01-15,7,21
6924,6923,2011-09-05,7,2011-08-05,7,31
6934,6926,2012-02-25,7,2012-02-18,0,7
6935,6926,2012-02-25,7,2012-02-18,0,7
6954,6955,2011-11-15,7,2011-11-05,7,10
6956,6955,2011-11-15,7,2011-11-05,7,10
6965,6959,2012-01-09,0,2012-01-02,0,7
7013,6773,2012-02-25,0,2012-01-23,0,33
7015,6773,2012-03-08,0,2012-01-23,0,45
7018,6773,2012-01-30,7,2012-01-23,0,7
7019,6773,2012-01-30,7,2012-01-23,0,7
7020,6773,2012-01-25,7,2012-01-23,0,2
7021,6773,2012-01-25,7,2012-01-23,0,2
7022,6773,2012-01-25,7,2012-01-23,0,2
7023,6773,2012-01-30,7,2012-01-23,0,7
7075,7074,2012-02-15,28,2011-06-15,7,245
7077,7074,2011-07-15,7,2011-06-15,7,30
7099,7100,2011-09-25,7,2011-06-19,0,98
7173,7171,2012-04-25,7,2012-04-14,0,11
7182,7146,2012-03-15,7,2012-03-02,0,13
7183,7146,2012-03-15,7,2012-03-02,0,13
7184,7146,2012-03-15,7,2012-03-02,0,13
7357,7356,2010-10-15,7,2010-09-26,0,19
7358,7356,2010-10-15,7,2010-09-26,0,19
7420,7417,2012-06-25,7,2012-06-05,7,20
9144,7423,2012-05-15,7,2012-03-15,7,61
7470,7471,2012-06-22,0,2012-06-05,7,17
7538,7534,2012-04-15,7,2012-04-08,0,7
7545,7542,2012-08-01,0,2012-07-19,0,13
7590,7597,2012-07-25,7,2012-07-15,7,10
7591,7597,2012-07-25,7,2012-07-15,7,10
7637,7636,2012-08-10,0,2012-07-15,7,26
7712,7711,2012-09-02,0,2012-08-15,7,18
7713,7732,2012-09-27,0,2012-09-05,7,22
7716,7713,2012-09-29,0,2012-09-27,0,2
7763,7760,2012-07-24,0,2012-04-20,0,95
7777,7776,2011-10-25,7,2011-10-05,7,20
7778,7776,2011-11-05,7,2011-10-05,7,31
7779,7776,2011-11-25,7,2011-10-05,7,51
7780,7776,2011-10-25,7,2011-10-05,7,20
7782,7776,2011-10-25,7,2011-10-05,7,20
7783,7776,2011-11-05,7,2011-10-05,7,31
7784,7776,2011-10-25,7,2011-10-05,7,20
7786,7776,2011-10-15,7,2011-10-05,7,10
7788,7776,2011-11-05,7,2011-10-05,7,31
7791,7803,2012-10-13,0,2012-09-15,7,28
7810,7809,2012-10-16,0,2012-10-05,7,11
7840,7839,2011-09-25,7,2011-09-05,7,20
7848,7847,2012-03-25,7,2012-02-18,0,36
7849,7847,2012-03-25,7,2012-02-18,0,36
7851,7849,2012-04-15,7,2012-03-25,7,21
7873,7872,2012-08-26,0,2012-08-18,0,8
7876,7875,2009-08-15,28,2009-07-15,28,31
7895,7892,2012-08-15,28,2012-07-15,28,31
7897,7896,2012-05-15,28,2012-04-15,28,30
7898,7896,2012-05-15,28,2012-04-15,28,30
7917,7916,2013-04-13,0,2013-03-25,7,19
7932,7931,2012-06-25,7,2012-06-25,7,0.5
7942,7946,2011-12-15,7,2011-11-25,7,20
7943,7946,2011-12-15,7,2011-11-25,7,20
7944,7946,2011-12-15,7,2011-11-25,7,20
7945,7946,2011-12-15,7,2011-11-25,7,20
7947,7946,2012-01-15,7,2011-11-25,7,51
7948,7947,2012-03-05,7,2012-01-15,7,50
7952,7950,2012-08-05,7,2012-07-25,7,11
7964,7963,2012-05-25,7,2012-05-15,7,10
7965,7963,2012-05-25,7,2012-05-15,7,10
7966,7968,2011-06-30,0,2011-04-18,0,73
7966,7969,2011-06-30,0,2011-04-25,0,66
7967,7968,2011-06-30,0,2011-04-18,0,73
7967,7969,2011-06-30,0,2011-04-25,0,66
7968,7973,2011-04-18,0,2011-02-15,7,62
7978,7977,2012-11-01,0,2012-09-25,7,37
7983,7982,2013-04-05,7,2013-03-19,0,17
8000,7999,2013-02-20,0,2013-02-05,7,15
8014,7902,2013-04-28,0,2013-01-06,0,112
8029,7902,2013-01-15,7,2013-01-06,0,9
8041,8034,2013-01-20,0,2013-01-06,0,14
8078,8056,2013-05-08,0,2013-05-04,0,4
8086,8056,2013-05-26,0,2013-05-04,0,22
8102,8101,2013-05-05,7,2013-04-25,7,10
8107,8106,2013-05-05,7,2013-04-25,7,10
8108,8106,2013-05-05,7,2013-04-25,7,10
8109,8105,2013-01-05,7,2012-12-25,7,11
8112,8111,2013-04-15,7,2013-04-07,0,8
8113,8111,2013-04-15,7,2013-04-07,0,8
8119,8116,2012-12-25,7,2012-12-16,0,9
8122,8116,2013-01-05,7,2012-12-16,0,20
8160,8128,2012-09-15,7,2012-09-09,0,6
8201,8200,2013-07-15,0,2013-06-15,7,30
8216,8215,2013-08-07,0,2013-07-28,0,10
8220,8223,2013-07-04,0,2013-06-15,7,19
8226,8220,2013-07-15,7,2013-07-04,0,11
8266,8256,2013-05-16,0,2013-02-20,0,85
8268,8256,2013-03-25,7,2013-02-20,0,33
8269,8256,2013-03-25,7,2013-02-20,0,33
8279,8276,2012-10-05,7,2012-09-27,0,8
8280,8276,2012-10-25,7,2012-09-27,0,28
8281,8276,2012-10-25,7,2012-09-27,0,28
8292,8291,2012-11-25,7,2012-11-06,0,19
8295,8276,2012-10-15,7,2012-09-27,0,18
8296,8276,2012-10-25,7,2012-09-27,0,28
8297,8276,2012-10-25,7,2012-09-27,0,28
8308,8307,2011-07-15,7,2011-06-25,0,20
8309,8307,2011-07-25,7,2011-06-25,0,30
8313,8312,2013-07-26,0,2013-05-27,0,60
8427,8410,2012-08-15,7,2012-07-17,0,29
8450,8445,2012-01-08,0,2011-12-26,0,13
8459,8451,2013-05-01,7,2013-02-20,0,70
8459,8461,2013-05-01,7,2013-04-17,0,14
8461,8460,2013-04-17,0,2013-02-28,0,48
8481,8480,2011-11-22,0,2011-09-18,0,65
8485,8484,2012-01-15,7,2011-12-30,0,16
8488,8487,2012-08-05,7,2012-07-15,0,21
8532,8528,2012-11-15,28,2012-11-06,0,9
8533,8528,2012-11-15,28,2012-11-06,0,9
8542,8546,2013-09-06,0,2013-08-22,0,15
8689,7971,2012-11-15,7,2012-10-25,7,21
8700,8698,2013-11-06,0,2013-10-07,0,30
8756,8751,2013-05-14,0,2013-04-14,0,30
8761,8758,2013-04-22,0,2013-03-27,0,26
8762,8758,2013-07-30,0,2013-03-27,0,125
8776,8771,2014-04-27,0,2014-03-22,0,36
8825,8824,2014-05-08,0,2014-03-08,0,61
8826,8818,2014-03-08,0,2014-02-28,0,8
8865,8864,2013-12-17,0,2013-11-25,7,22
8938,8937,2014-04-25,0,2014-04-16,0,9
8941,8938,2014-04-29,0,2014-04-25,0,4
8945,8944,2014-04-27,0,2014-04-11,0,16
8954,8953,2013-12-15,28,2013-12-05,7,10
8958,8957,2014-04-28,0,2014-04-07,0,21
8960,8959,2014-05-01,0,2014-04-04,0,27
8961,8959,2014-05-04,0,2014-04-04,0,30
8987,8978,2014-05-04,0,2014-04-19,0,15
9018,9002,2014-07-05,0,2014-06-10,0,25
9023,9022,2014-04-20,0,2014-04-13,0,7
9091,9088,2013-08-14,0,2013-08-07,0,7
9111,9110,2013-10-23,0,2013-10-11,0,12
9130,9121,2013-11-12,0,2013-10-26,0,17
9165,9167,2012-08-10,0,2012-08-07,0,3
9166,9167,2012-08-14,0,2012-08-07,0,7
9173,9169,2013-08-01,0,2012-12-28,0,216
9175,9174,2012-03-15,0,2012-02-15,0,29
9176,9174,2012-03-07,0,2012-02-15,0,21
9184,9183,2013-04-03,0,2013-03-27,0,7
9185,9183,2013-04-10,0,2013-03-27,0,14
9349,9347,2013-12-22,0,2013-12-08,0,14
9350,9349,2014-01-05,0,2013-12-22,0,14
9351,9349,2014-01-05,0,2013-12-22,0,14
9365,9360,2014-04-27,0,2014-03-23,0,35
9424,9423,2014-10-06,0,2014-05-19,7,140
9428,9424,2014-10-11,0,2014-10-06,0,5
9430,9428,2014-10-27,0,2014-10-11,0,16
9442,9451,2014-10-18,0,2014-10-10,0,8
9451,9450,2014-10-10,0,2014-09-08,0,32
9455,9451,2014-10-17,0,2014-10-10,0,7
9456,9451,2014-11-06,0,2014-10-10,0,27
9575,9574,2014-10-09,0,2014-09-24,0,15
9577,9576,2014-09-17,0,2014-09-03,0,14
