"Year","Grp_species","Longitude","Latitude"
2013,"Wildlife",39.0101518393276,-9.88372068973187
2011,"Wildlife",37.6658754170869,-9.22526676576382
2013,"Wildlife",38.9441457887102,-9.92741713469622
2013,"Wildlife",38.4791318771315,-9.32323086679896
2012,"Domestic Dog",37.5932968576332,-9.91240304556968
2015,"Wildlife",36.9796328775674,-9.88008401527289
2011,"Domestic Dog",38.2587515562893,-8.68033762526288
2011,"Domestic Dog",38.1300777664298,-11.2536910637361
2011,"Wildlife",38.5091366369766,-10.755705609423
2014,"Wildlife",37.1290148620829,-10.2947550066911
2014,"Domestic Dog",38.1255397338291,-10.1363417110512
2012,"Domestic Dog",39.3289238920068,-8.68397043070689
2011,"Domestic Dog",39.1234498590033,-10.6999741495124
2013,"Wildlife",37.825040602846,-8.32347313461054
2013,"Wildlife",37.5196066921759,-8.79822774902842
2011,"Wildlife",39.1633630665702,-11.0328058535986
2014,"Wildlife",38.9770176971066,-8.87418801860671
2015,"Wildlife",37.2599344954541,-9.66006803842341
2012,"Wildlife",37.9077084089027,-8.93555348732732
2012,"Domestic Dog",38.1805863911807,-8.5712122948292
2011,"Wildlife",37.973895941252,-8.74284638872015
2011,"Domestic Dog",38.4594955057636,-8.74666414086994
2013,"Domestic Dog",39.3840608313821,-10.5186620376196
2014,"Wildlife",37.5190099439467,-9.20545032833845
2012,"Domestic Dog",37.9232417477198,-10.0503159288004
2012,"Domestic Dog",39.3252986401026,-9.19302353586465
2014,"Wildlife",38.5890432196161,-8.58116938419958
2012,"Domestic Dog",39.5978006356213,-9.73537313316043
2011,"Domestic Dog",38.4938784145456,-11.2545764181904
2014,"Wildlife",38.4504779675298,-10.3848876891021
2012,"Wildlife",38.4105017811419,-10.3413432741924
2011,"Wildlife",38.0188752931597,-8.41948576307916
2013,"Wildlife",37.9366370917995,-9.5531439008047
2013,"Domestic Dog",39.2394552443287,-10.7963522311136
2012,"Wildlife",37.8248350373027,-9.36545394980111
2012,"Domestic Dog",38.4208890645979,-8.68579177762106
2014,"Wildlife",37.2370816874055,-10.2608076704444
2015,"Wildlife",38.405478632246,-11.2362026340438
2011,"Wildlife",39.1826766002806,-9.27732912305996
2014,"Domestic Dog",39.6370094543708,-10.617046675752
2014,"Domestic Dog",38.6790154771852,-11.18338401821
2014,"Domestic Dog",38.4062972903,-9.84786724122424
2014,"Domestic Dog",39.8572008462446,-10.8002471363557
2013,"Wildlife",38.0748513736119,-8.99458478856391
2013,"Domestic Dog",38.0439921610118,-10.3333209592782
2016,"Wildlife",39.6894562059555,-10.2331395045006
2012,"Wildlife",39.5923086064549,-9.61994088473777
2011,"Domestic Dog",38.6238741400849,-9.23288060990888
2011,"Domestic Dog",38.7418206484596,-8.86810173428022
2011,"Wildlife",38.1087133172693,-9.89811967688533
2012,"Wildlife",37.9589539344921,-9.431703507065
2012,"Domestic Dog",38.1679151811295,-9.88955038565917
2012,"Domestic Dog",38.3545582968181,-9.41342667955728
2011,"Domestic Dog",37.1404267905049,-9.86036418799537
2012,"Domestic Dog",38.986077833566,-9.83014434013612
2013,"Wildlife",37.7007344068835,-8.56475936372053
2011,"Domestic Dog",37.5956765856845,-9.09084750649275
2015,"Domestic Dog",37.5044609319253,-8.8438154201212
2015,"Domestic Dog",39.2318924570699,-9.51116648889311
2012,"Domestic Dog",39.358853369227,-10.139145612495
2011,"Domestic Dog",38.8595498054543,-8.97189511415506
2011,"Domestic Dog",38.5034995569961,-9.75767080689178
2016,"Wildlife",37.5820506370918,-10.3856093894162
2014,"Domestic Dog",39.1850628553853,-9.327206129567
2011,"Wildlife",38.3200633205766,-8.99246908247874
2011,"Domestic Dog",40.0419958389864,-10.5392415092276
2011,"Domestic Dog",37.8262654987784,-10.3653736750823
2011,"Domestic Dog",38.9693637134705,-10.6279380470362
2016,"Domestic Dog",38.8411770343299,-10.5759910534125
2011,"Domestic Dog",39.1159341409769,-8.91487759545184
2017,"Wildlife",38.7794788906285,-8.86404292253569
2013,"Domestic Dog",39.5669204203656,-10.0848804832934
2015,"Domestic Dog",38.0692129903859,-10.8338985952
2011,"Wildlife",40.0517032562928,-10.5480727801565
2011,"Wildlife",39.8506878178686,-10.3697969061665
2013,"Domestic Dog",38.7856104661085,-9.67607799561321
2011,"Domestic Dog",37.7573519681153,-8.31250577548274
2016,"Wildlife",39.1759554065321,-9.28640915509812
2015,"Domestic Dog",39.2214519895368,-9.98141669918907
2011,"Wildlife",39.1848581350779,-8.26415548731596
2013,"Domestic Dog",39.1292939918093,-11.1034095319912
2011,"Domestic Dog",38.5398600730411,-10.6875781484904
2012,"Domestic Dog",38.4870158540459,-10.4173555880269
2012,"Domestic Dog",38.5532571050945,-10.8815357357829
2015,"Domestic Dog",37.688285468901,-10.4795833886152
2012,"Wildlife",38.3990758551131,-9.62321490963936
2011,"Wildlife",39.5592235528723,-10.0577690968432
2014,"Domestic Dog",39.1692726955846,-10.5143580789841
2016,"Wildlife",38.2762432010112,-8.22579981991232
2011,"Wildlife",38.5785660938258,-11.0297607830137
2012,"Wildlife",38.3015876871535,-11.0318072533681
2011,"Wildlife",38.7415122289449,-10.978161729712
2011,"Wildlife",38.4800657803989,-9.57989606852707
2011,"Domestic Dog",38.9112259292047,-9.608093219214
2012,"Domestic Dog",38.8290251538925,-9.41945455782444
2011,"Wildlife",38.8434614547429,-10.5931193798916
2016,"Wildlife",39.1097814662427,-9.48800755279106
2011,"Domestic Dog",39.3388352901432,-10.827820414058
2015,"Wildlife",38.0059050802716,-8.29118639776782
2013,"Domestic Dog",39.452619461216,-10.1702666040899
2012,"Wildlife",37.5226325194093,-8.73094534247466
2016,"Domestic Dog",38.8029796798624,-11.1615660723118
2017,"Wildlife",38.4644379541971,-9.71911570913129
2016,"Domestic Dog",37.4387380461721,-9.29359961312919
2011,"Wildlife",37.2937548118663,-9.61678209043005
2012,"Wildlife",40.3026925890724,-10.5057663315666
2014,"Wildlife",39.4138532438105,-11.028714489546
2015,"Domestic Dog",37.6753799119818,-9.49177564879521
2012,"Domestic Dog",37.4183425488407,-10.0673472028889
2011,"Domestic Dog",38.5523040428683,-11.0746835442458
2011,"Domestic Dog",38.3264931719074,-10.1278021969588
2011,"Domestic Dog",38.5533301601272,-8.62933181416189
2014,"Domestic Dog",39.4638440462157,-10.3122188306491
2012,"Wildlife",38.4581079989283,-9.18170695999696
2012,"Domestic Dog",37.5796756431945,-8.72019332470321
2011,"Domestic Dog",39.2919976266566,-10.7008974954541
2014,"Wildlife",38.962146508627,-10.3747336102299
2014,"Domestic Dog",38.6968057500089,-9.91934082235489
2012,"Wildlife",38.3136658380349,-11.2050376721648
2011,"Domestic Dog",38.1808962047101,-9.97813417754759
2011,"Wildlife",38.239111669073,-10.8472092328228
2011,"Domestic Dog",39.2621457062872,-9.69110399364575
2014,"Domestic Dog",39.5497111593933,-10.1700044361296
2012,"Domestic Dog",39.4937661977802,-10.2998966654934
2015,"Domestic Dog",38.537250415833,-9.06988052966511
2011,"Domestic Dog",37.9765346454303,-9.05631386354676
2011,"Domestic Dog",37.7705709751602,-9.86266756565048
2011,"Domestic Dog",39.8187631408195,-10.4214782888287
2012,"Domestic Dog",38.1645456185087,-11.0219259838702
2011,"Domestic Dog",38.0073591433994,-10.2055182041105
2012,"Domestic Dog",39.2450245338889,-10.4083308915042
2011,"Domestic Dog",39.2235865966684,-9.56497520821755
2013,"Domestic Dog",39.152978410424,-8.75707826493737
2011,"Domestic Dog",39.011673084972,-11.1270472254268
2011,"Domestic Dog",37.9184895398277,-9.24260885694321
2015,"Domestic Dog",38.3398139053872,-10.3459793903602
2013,"Domestic Dog",39.2362517509998,-9.03522902944708
2012,"Domestic Dog",38.2794909497278,-9.51883792358574
2012,"Domestic Dog",39.3611783176622,-8.80937640007102
2012,"Domestic Dog",38.2973568266158,-10.6806638341001
2012,"Wildlife",39.1040357913485,-10.8882475809193
2012,"Domestic Dog",39.0834972068152,-11.0244288454382
2014,"Domestic Dog",38.5859735342142,-10.5102170806952
2017,"Wildlife",39.2357941152818,-10.2783180345628
2012,"Domestic Dog",37.9341200649553,-9.64026488775375
2014,"Domestic Dog",37.9198759407779,-8.40380293889548
2016,"Domestic Dog",38.1826217101541,-10.9376838897424
2016,"Domestic Dog",38.8870820786416,-8.83852804681439
2016,"Domestic Dog",37.7615128447829,-8.58223538546236
2011,"Wildlife",39.2145453043903,-10.2472386762631
2011,"Wildlife",39.2028486313872,-9.71214921416047
2011,"Wildlife",39.0032081045337,-10.6277713815885
2011,"Wildlife",38.4351646173954,-8.49872246757885
2016,"Domestic Dog",38.6534891745475,-10.7374075607576
2016,"Domestic Dog",39.2880427435631,-8.75299394998989
2012,"Domestic Dog",39.1692586679991,-8.38723094885579
2015,"Domestic Dog",38.249537190503,-8.26708175771865
2012,"Domestic Dog",37.2652825655349,-10.244757611174
2012,"Domestic Dog",38.7795192487708,-10.4925569829382
2012,"Domestic Dog",39.802624317448,-10.2779950878504
2014,"Domestic Dog",38.5432467535632,-9.18646976611883
2012,"Domestic Dog",38.4320410059408,-10.2113148827663
2012,"Domestic Dog",38.0906281012395,-9.6328193157363
2012,"Wildlife",39.2862344707842,-9.31667836616795
2011,"Wildlife",38.0797107266091,-8.25246455341414
2014,"Domestic Dog",38.5442956272383,-8.99826924552013
2013,"Domestic Dog",39.5082263201273,-9.32498582131877
2017,"Domestic Dog",39.3619721324416,-9.96338128020152
2011,"Domestic Dog",37.8485229517799,-9.71104044356625
2015,"Domestic Dog",39.2922837352735,-10.0706320379871
2011,"Domestic Dog",39.9891844484553,-10.1982960011686
2015,"Domestic Dog",40.3256997247117,-10.3827091788742
2011,"Domestic Dog",38.274367979717,-9.646163889197
2011,"Domestic Dog",39.5753620206618,-10.8084822519622
2016,"Domestic Dog",39.3198444808371,-9.92536293686086
2013,"Domestic Dog",38.4846842919518,-10.0271672786953
2015,"Domestic Dog",38.700607635405,-10.9470241122262
2012,"Domestic Dog",37.6796432429033,-8.74539338448599
2013,"Domestic Dog",39.1996369230312,-8.74266781193206
2016,"Domestic Dog",37.3569990403229,-9.19346247674964
2015,"Domestic Dog",38.2362702873102,-10.0516151055661
2015,"Domestic Dog",39.0153271664999,-10.223877256301
2015,"Domestic Dog",37.1760964989669,-9.87760505428527
2012,"Domestic Dog",38.352098659412,-9.97308628636801
2013,"Wildlife",38.6130808577483,-8.61360353635534
2013,"Domestic Dog",39.1026649194226,-10.9188360084453
2015,"Domestic Dog",39.9996183098241,-10.2127522486076
2013,"Domestic Dog",37.576456191145,-9.79777394233618
2011,"Domestic Dog",37.5320754744661,-8.79274803909984
2016,"Domestic Dog",38.1501439831574,-10.6649323023611
2013,"Domestic Dog",39.0190092557325,-8.47583626863165
2011,"Domestic Dog",38.201878067609,-8.88805160890369
2012,"Domestic Dog",39.3759158014752,-9.77782256733337
2012,"Domestic Dog",38.9318754561593,-10.0218235101134
2018,"Wildlife",37.9860540781008,-8.8878470128276
2018,"Wildlife",37.7614287533839,-8.69381041745791
2018,"Domestic Dog",38.9400974683231,-8.98451213914914
2018,"Domestic Dog",38.1661754107677,-8.5985095067904
2017,"Wildlife",37.6809836471965,-10.1687914415102
2017,"Domestic Dog",39.6414313149131,-10.2560918629547
2017,"Domestic Dog",38.8781343793803,-9.5559166099381
2017,"Domestic Dog",38.8872460094449,-10.5195239061468
2017,"Domestic Dog",38.7388300055252,-8.58752022216246
2018,"Domestic Dog",38.7402083313495,-11.0118470675925
2017,"Domestic Dog",39.4973475615371,-8.88447984512318
2017,"Domestic Dog",38.8355027839541,-9.99119890064344
2017,"Domestic Dog",39.6681743092817,-10.8527197058023
2017,"Domestic Dog",38.2415542060653,-10.6880784734727
2019,"Domestic Dog",38.1697013636879,-10.201349430546
2018,"Domestic Dog",38.4644084125766,-9.18090075562439
2019,"Domestic Dog",39.1598592913085,-10.5645056463251
2019,"Domestic Dog",38.8488694533007,-10.8583003915038
2019,"Domestic Dog",37.8146026976686,-10.1272939797702
2019,"Domestic Dog",38.1314157149586,-10.5022394728657
2019,"Domestic Dog",37.9250387251486,-10.5016256643511
2018,"Wildlife",38.3151392324997,-9.02993723695915
2018,"Wildlife",37.3870334975118,-9.70826727271525
2017,"Wildlife",38.8801871268688,-9.11338393853393
2018,"Wildlife",38.7780214490552,-8.94694579461901
2018,"Wildlife",37.4498844597553,-8.58349380692671
2017,"Wildlife",38.7310272045705,-8.9355686517887
2018,"Wildlife",39.3982865385762,-8.77709891137503
2018,"Wildlife",39.2020193466773,-9.72264632567788
2017,"Domestic Dog",38.2427249644278,-9.7212251767544
2018,"Wildlife",37.3852229488416,-9.2336729773596
2018,"Domestic Dog",39.2124331797018,-9.77758371651773
2018,"Domestic Dog",38.2488512103414,-8.77155978674921
2018,"Domestic Dog",39.3447411060194,-8.97563440190215
2018,"Domestic Dog",37.2396725304112,-9.57619530052429
2014,"Wildlife",39.2528636283587,-9.23412367622004
2017,"Wildlife",37.8157327398086,-9.86269166422572
2018,"Domestic Dog",37.3001246406198,-9.63766088649902
2018,"Wildlife",39.0249855218158,-9.2655672931914
2018,"Domestic Dog",37.3041284299806,-10.0880866738461
2019,"Domestic Dog",38.0601818126256,-8.96550184604872
2019,"Domestic Dog",37.687224408839,-9.18818608404489
2018,"Domestic Dog",39.2493534101508,-10.5952054459789
2018,"Domestic Dog",38.3485465141706,-11.221715032815
2017,"Domestic Dog",38.4897079180104,-10.2060604309793
2018,"Domestic Dog",37.2846647948592,-10.1367685547728
2018,"Domestic Dog",39.0803925103252,-10.4501854840996
2018,"Domestic Dog",37.8580355101423,-9.59504185833912
2019,"Domestic Dog",37.4988760958531,-8.72486806691584
2019,"Domestic Dog",38.3945651407045,-9.77947283448742
2018,"Domestic Dog",38.0854305472767,-10.0120875818509
2017,"Domestic Dog",38.9872241300511,-9.29149792978893
2018,"Domestic Dog",39.4167268369735,-8.76299116821882
2018,"Domestic Dog",38.7508269496355,-10.6743712674951
2018,"Domestic Dog",38.3213244475682,-9.63201512052503
2019,"Wildlife",38.0624651521359,-8.21744819567107
2019,"Domestic Dog",37.4540589026679,-8.74580101134247
2019,"Domestic Dog",38.0467696137918,-9.15485398122689
2019,"Domestic Dog",38.7114518967106,-10.540291267606
2019,"Domestic Dog",38.6609212258748,-8.51194014335312
2019,"Domestic Dog",39.6067262479933,-9.20530149622589
2019,"Domestic Dog",38.9138437747922,-10.3895917864921
2019,"Domestic Dog",38.2014654375818,-9.48107998166888
2019,"Domestic Dog",39.1536022819828,-9.75429595795922
2019,"Domestic Dog",39.3530969369359,-10.7845145902985
2019,"Domestic Dog",39.4008650719488,-8.82510821663056
2019,"Domestic Dog",39.2088959797308,-10.2594327849753
2019,"Domestic Dog",37.5982921337291,-8.81437845299831
2019,"Domestic Dog",38.3191996651593,-9.65591812143825
2019,"Domestic Dog",37.9142637265561,-8.83024122938542
2019,"Domestic Dog",38.1081570279445,-8.40349208285483
2019,"Domestic Dog",38.952845453278,-10.2690236446511
2019,"Domestic Dog",38.2576215283059,-9.93498838721837
2019,"Domestic Dog",38.4864190683432,-10.7830457692356
